pl_discmethod,pl_disc,pl_locale,ra,dec,st_glon,st_glat,st_elon,st_elat,st_dist,st_optmag,st_optband,st_teff,st_mass,st_rad,st_sp,st_spstr,st_logg,st_lum,st_metfe,st_metratio,st_vsini,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmasse,pl_bmassprov,pl_rade,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag
Transit,2014,Space,288.538671,40.61614,72.020831,13.296329,301.019426,62.07354,753,15.565,Kepler-band,4954,,0.72,,,4.61,,,,,Kepler-306,b,4,4.646186,0.05,,,,1.52,1,0,0,0,0,0
Transit,2014,Space,288.538671,40.61614,72.020831,13.296329,301.019426,62.07354,753,15.565,Kepler-band,4954,,0.72,,,4.61,,,,,Kepler-306,c,4,7.240193,0.067,,,,2.35,1,0,0,0,0,0
Transit,2014,Space,288.538671,40.61614,72.020831,13.296329,301.019426,62.07354,753,15.565,Kepler-band,4954,,0.72,,,4.61,,,,,Kepler-306,d,4,17.326644,0.12,,,,2.47,1,0,0,0,0,0
Transit,2014,Space,288.538671,40.61614,72.020831,13.296329,301.019426,62.07354,753,15.565,Kepler-band,4954,,0.72,,,4.61,,,,,Kepler-306,e,4,44.840975,0.227,,,,2.27,1,0,0,0,0,0
Transit,2013,Space,297.795132,40.417703,75.109908,6.950113,314.599495,59.627367,600,14.072,Kepler-band,5367,0.91,0.81,,,,,0.19,[Fe/H],,Kepler-307,b,2,10.4208,,,7.44,Mass,2.43,1,0,0,0,0,0
Transit,2013,Space,297.795132,40.417703,75.109908,6.950113,314.599495,59.627367,600,14.072,Kepler-band,5367,0.91,0.81,,,,,0.19,[Fe/H],,Kepler-307,c,2,13.0729,,,3.64,Mass,2.2,1,0,0,0,0,0
Transit,2014,Space,295.785154,40.43955,74.372125,8.294224,311.764765,60.194903,1284,15.809,Kepler-band,5895,,0.94,,,4.51,,,,,Kepler-308,b,2,9.694928,0.09,,,,2.12,1,0,0,0,0,0
Transit,2014,Space,295.785154,40.43955,74.372125,8.294224,311.764765,60.194903,1284,15.809,Kepler-band,5895,,0.94,,,4.51,,,,,Kepler-308,c,2,15.38231,0.123,,,,2.16,1,0,0,0,0,0
Transit,2014,Space,297.509851,46.961281,80.770367,10.349404,319.987166,65.694666,524,15.157,Kepler-band,4713,,0.72,6,M0 V,4.61,,,,,Kepler-309,b,2,5.923653,0.059,,,,1.56,1,0,0,0,0,0
Transit,2014,Space,297.509851,46.961281,80.770367,10.349404,319.987166,65.694666,524,15.157,Kepler-band,4713,,0.72,6,M0 V,4.61,,,,,Kepler-309,c,2,105.356383,0.401,,,,2.51,1,0,0,0,0,0
Transit,2011,Space,294.023014,45.853081,78.626968,11.957206,313.552612,65.699443,2100,15.237,Kepler-band,6340,1.21,1.22,,,4.7,,-0.076,[Fe/H],,Kepler-31,b,3,20.8613,0.16,,,,5.5,1,0,0,0,0,0
Transit,2011,Space,294.023014,45.853081,78.626968,11.957206,313.552612,65.699443,2100,15.237,Kepler-band,6340,1.21,1.22,,,4.7,,-0.076,[Fe/H],,Kepler-31,c,3,42.6318,0.26,,1493.7,Mass,5.3,1,0,0,0,0,0
Transit,2014,Space,294.023014,45.853081,78.626968,11.957206,313.552612,65.699443,2100,15.237,Kepler-band,6340,1.21,1.22,,,4.7,,-0.076,[Fe/H],,Kepler-31,d,3,87.6451,0.4,,2161.244,Mass,3.9,1,0,0,0,0,0
Transit,2014,Space,288.839363,46.986744,78.129904,15.674119,306.153282,68.074918,634,14.279,Kepler-band,5797,,0.88,,,4.52,,,,,Kepler-310,b,3,13.930698,0.111,,,,1.19,1,0,0,0,0,0
Transit,2014,Space,288.839363,46.986744,78.129904,15.674119,306.153282,68.074918,634,14.279,Kepler-band,5797,,0.88,,,4.52,,,,,Kepler-310,c,3,56.47542,0.281,,,,3.38,1,0,0,0,0,0
Transit,2014,Space,288.839363,46.986744,78.129904,15.674119,306.153282,68.074918,634,14.279,Kepler-band,5797,,0.88,,,4.52,,,,,Kepler-310,d,3,92.876125,0.392,,,,2.47,1,0,0,0,0,0
Transit,2014,Space,282.06129,47.085491,76.49304,20.022705,293.997311,69.522017,774,13.797,Kepler-band,5905,,1.19,,,4.31,,,,,Kepler-311,b,2,9.176092,0.087,,,,1.7,1,0,0,0,0,0
Transit,2014,Space,282.06129,47.085491,76.49304,20.022705,293.997311,69.522017,774,13.797,Kepler-band,5905,,1.19,,,4.31,,,,,Kepler-311,c,2,19.738286,0.145,,,,1.43,1,0,0,0,0,0
Transit,2014,Space,298.395772,42.459756,77.119177,7.582674,317.022832,61.344546,569,12.949,Kepler-band,6115,,1.47,,,4.19,,,,,Kepler-312,b,2,1.772419,0.031,,,,1.29,1,0,0,0,0,0
Transit,2014,Space,298.395772,42.459756,77.119177,7.582674,317.022832,61.344546,569,12.949,Kepler-band,6115,,1.47,,,4.19,,,,,Kepler-312,c,2,19.747412,0.153,,,,3.15,1,0,0,0,0,0
Transit,2014,Space,298.294935,48.775459,82.643826,10.769591,323.25655,67.056161,954,14.167,Kepler-band,5727,,1.54,,,4.13,,,,,Kepler-313,b,2,14.970418,0.125,,,,2.53,1,0,0,0,0,0
Transit,2014,Space,298.294935,48.775459,82.643826,10.769591,323.25655,67.056161,954,14.167,Kepler-band,5727,,1.54,,,4.13,,,,,Kepler-313,c,2,32.273273,0.208,,,,2.57,1,0,0,0,0,0
Transit,2014,Space,294.674114,42.075588,75.429321,9.805552,311.334656,62.019981,263,12.557,Kepler-band,5378,,0.95,,,4.46,,,,,Kepler-314,b,2,2.461069,0.035,,,,0.83,1,0,0,0,0,0
Transit,2014,Space,294.674114,42.075588,75.429321,9.805552,311.334656,62.019981,263,12.557,Kepler-band,5378,,0.95,,,4.46,,,,,Kepler-314,c,2,5.960392,0.064,,,,2.9,1,0,0,0,0,0
Transit,2014,Space,298.023104,43.363522,77.772323,8.270282,317.25454,62.282262,1112,15.321,Kepler-band,5796,,1.04,,,4.38,,,,,Kepler-315,b,2,96.101141,0.402,,,,3.77,1,0,0,0,0,0
Transit,2014,Space,298.023104,43.363522,77.772323,8.270282,317.25454,62.282262,1112,15.321,Kepler-band,5796,,1.04,,,4.38,,,,,Kepler-315,c,2,265.469335,0.791,,,,4.15,1,0,0,0,0,0
Transit,2014,Space,290.826023,44.184109,76.076271,13.259021,307.05115,64.967069,342,15.224,Kepler-band,4204,,0.52,,,4.74,,,,,Kepler-316,b,2,2.240508,0.027,,,,1.06,1,0,0,0,0,0
Transit,2014,Space,290.826023,44.184109,76.076271,13.259021,307.05115,64.967069,342,15.224,Kepler-band,4204,,0.52,,,4.74,,,,,Kepler-316,c,2,6.827766,0.058,,,,1.16,1,0,0,0,0,0
Transit,2014,Space,294.943885,39.032062,72.810598,8.18829,309.620231,59.088029,1220,15.377,Kepler-band,5497,,0.94,,,4.49,,,,,Kepler-317,b,2,5.524242,0.061,,,,2.09,1,0,0,0,0,0
Transit,2014,Space,294.943885,39.032062,72.810598,8.18829,309.620231,59.088029,1220,15.377,Kepler-band,5497,,0.94,,,4.49,,,,,Kepler-317,c,2,8.77501,0.083,,,,1.72,1,0,0,0,0,0
Transit,2014,Space,298.482828,46.793617,80.95194,9.687227,321.236409,65.245793,463,13.297,Kepler-band,5746,,1.19,,,4.33,,,,,Kepler-318,b,2,4.662715,0.056,,,,4.71,1,0,0,0,0,0
Transit,2014,Space,298.482828,46.793617,80.95194,9.687227,321.236409,65.245793,463,13.297,Kepler-band,5746,,1.19,,,4.33,,,,,Kepler-318,c,2,11.815007,0.105,,,,3.68,1,0,0,0,0,0
Transit,2014,Space,288.811943,39.770658,71.321563,12.753856,300.965485,61.203049,549,13.828,Kepler-band,5526,,0.9,,,4.49,,,,,Kepler-319,b,3,4.362705,0.051,,,,1.63,1,0,0,0,0,0
Transit,2014,Space,288.811943,39.770658,71.321563,12.753856,300.965485,61.203049,549,13.828,Kepler-band,5526,,0.9,,,4.49,,,,,Kepler-319,c,3,6.941357,0.069,,,,2.63,1,0,0,0,0,0
Transit,2014,Space,288.811943,39.770658,71.321563,12.753856,300.965485,61.203049,549,13.828,Kepler-band,5526,,0.9,,,4.49,,,,,Kepler-319,d,3,31.781925,0.191,,,,2.29,1,0,0,0,0,0
Transit,2011,Space,297.842398,46.574281,80.539115,9.962315,320.063641,65.246732,303,16.452,V (Johnson),3900,0.58,0.53,6.1,M1 V,4.64,,0,[Fe/H],,Kepler-32,b,5,5.90124,0.05,,1303,Mass,2.2,1,0,0,0,0,0
Transit,2011,Space,297.842398,46.574281,80.539115,9.962315,320.063641,65.246732,303,16.452,V (Johnson),3900,0.58,0.53,6.1,M1 V,4.64,,0,[Fe/H],,Kepler-32,c,5,8.7522,0.09,,158.9,Mass,2,1,0,0,0,0,0
Transit,2012,Space,297.842398,46.574281,80.539115,9.962315,320.063641,65.246732,303,16.452,V (Johnson),3900,0.58,0.53,6.1,M1 V,4.64,,0,[Fe/H],,Kepler-32,d,5,22.7802,0.13,,,,2.7,1,0,0,0,0,0
Transit,2012,Space,297.842398,46.574281,80.539115,9.962315,320.063641,65.246732,303,16.452,V (Johnson),3900,0.58,0.53,6.1,M1 V,4.64,,0,[Fe/H],,Kepler-32,e,5,2.896,0.033,,,,1.5,1,0,0,0,0,0
Transit,2012,Space,297.842398,46.574281,80.539115,9.962315,320.063641,65.246732,303,16.452,V (Johnson),3900,0.58,0.53,6.1,M1 V,4.64,,0,[Fe/H],,Kepler-32,f,5,0.74296,0.013,,,,0.82,1,0,0,0,0,0
Transit,2014,Space,293.213548,46.175125,78.665051,12.604002,312.591883,66.215722,1022,13.474,Kepler-band,6435,,1.11,,,4.42,,,,,Kepler-320,b,2,8.371554,0.085,,,,1.14,1,0,0,0,0,0
Transit,2014,Space,293.213548,46.175125,78.665051,12.604002,312.591883,66.215722,1022,13.474,Kepler-band,6435,,1.11,,,4.42,,,,,Kepler-320,c,2,17.934937,0.142,,,,1.37,1,0,0,0,0,0
Transit,2014,Space,294.453674,44.145756,77.217903,10.908261,312.668836,64.006287,377,12.706,Kepler-band,5740,,1.19,,,4.3,,,,,Kepler-321,b,2,4.915379,0.057,,,,1.77,1,0,0,0,0,0
Transit,2014,Space,294.453674,44.145756,77.217903,10.908261,312.668836,64.006287,377,12.706,Kepler-band,5740,,1.19,,,4.3,,,,,Kepler-321,c,2,13.093921,0.11,,,,2.32,1,0,0,0,0,0
Transit,2014,Space,281.348824,44.295242,73.51641,19.586757,291.045001,66.907293,428,13.53,Kepler-band,5388,,0.89,,,4.5,,,,6.3,Kepler-322,b,2,1.653888,0.027,,,,1.01,1,0,0,0,0,0
Transit,2014,Space,281.348824,44.295242,73.51641,19.586757,291.045001,66.907293,428,13.53,Kepler-band,5388,,0.89,,,4.5,,,,6.3,Kepler-322,c,2,4.337234,0.051,,,,1.67,1,0,0,0,0,0
Transit,2014,Space,291.38224,38.127473,70.695444,10.240225,303.921471,59.074335,473,12.722,Kepler-band,5987,,1.18,,,4.31,,,,,Kepler-323,b,2,1.678327,0.028,,,,1.43,1,0,0,0,0,0
Transit,2014,Space,291.38224,38.127473,70.695444,10.240225,303.921471,59.074335,473,12.722,Kepler-band,5987,,1.18,,,4.31,,,,,Kepler-323,c,2,3.553822,0.046,,,,1.63,1,0,0,0,0,0
Transit,2014,Space,286.471473,49.649021,80.092559,18.131601,304.559621,71.11759,492,14.122,Kepler-band,5194,,0.84,,,4.53,,,,,Kepler-324,b,2,4.385315,0.05,,,,1.14,1,0,0,0,0,0
Transit,2014,Space,286.471473,49.649021,80.092559,18.131601,304.559621,71.11759,492,14.122,Kepler-band,5194,,0.84,,,4.53,,,,,Kepler-324,c,2,51.805612,0.26,,,,3.15,1,0,0,0,0,0
Transit,2014,Space,289.835434,49.825626,81.114845,16.181447,310.885926,70.462331,883,15.009,Kepler-band,5752,,1,,,4.41,,,,,Kepler-325,b,3,4.544439,0.053,,,,2.91,1,0,0,0,0,0
Transit,2014,Space,289.835434,49.825626,81.114845,16.181447,310.885926,70.462331,883,15.009,Kepler-band,5752,,1,,,4.41,,,,,Kepler-325,c,3,12.762172,0.105,,,,2.54,1,0,0,0,0,0
Transit,2014,Space,289.835434,49.825626,81.114845,16.181447,310.885926,70.462331,883,15.009,Kepler-band,5752,,1,,,4.41,,,,,Kepler-325,d,3,38.715185,0.22,,,,2.79,1,0,0,0,0,0
Transit,2014,Space,294.325546,46.002254,78.860204,11.83701,314.166375,65.753022,355,13.693,Kepler-band,5105,,0.8,,,4.56,,,,,Kepler-326,b,3,2.248329,0.032,,,,1.52,1,0,0,0,0,0
Transit,2014,Space,294.325546,46.002254,78.860204,11.83701,314.166375,65.753022,355,13.693,Kepler-band,5105,,0.8,,,4.56,,,,,Kepler-326,c,3,4.580358,0.051,,,,1.4,1,0,0,0,0,0
Transit,2014,Space,294.325546,46.002254,78.860204,11.83701,314.166375,65.753022,355,13.693,Kepler-band,5105,,0.8,,,4.56,,,,,Kepler-326,d,3,6.766888,0.066,,,,1.21,1,0,0,0,0,0
Transit,2014,Space,292.642372,44.087673,76.566205,12.042456,309.836863,64.427307,217,15.018,Kepler-band,3799,,0.49,,,4.76,,,,,Kepler-327,b,3,2.549575,0.029,,,,1.11,1,0,0,0,0,0
Transit,2014,Space,292.642372,44.087673,76.566205,12.042456,309.836863,64.427307,217,15.018,Kepler-band,3799,,0.49,,,4.76,,,,,Kepler-327,c,3,5.212333,0.047,,,,1.03,1,0,0,0,0,0
Transit,2014,Space,292.642372,44.087673,76.566205,12.042456,309.836863,64.427307,217,15.018,Kepler-band,3799,,0.49,,,4.76,,,,,Kepler-327,d,3,13.969457,0.09,,,,1.73,1,0,0,0,0,0
Transit,2013,Space,295.809289,40.008503,73.999475,8.070425,311.501037,59.78412,2078,15.674,Kepler-band,5914,1.1,1,,,4.48,,,,,Kepler-328,b,2,34.921,,,28.5,Mass,2.3,1,0,0,0,0,0
Transit,2013,Space,295.809289,40.008503,73.999475,8.070425,311.501037,59.78412,2078,15.674,Kepler-band,5914,1.1,1,,,4.48,,,,,Kepler-328,c,2,71.312,,,39.4,Mass,5.4,1,0,0,0,0,0
Transit,2014,Space,299.268042,45.227428,79.853908,8.432413,320.752399,63.600601,338,15.434,Kepler-band,4257,,0.52,,,4.74,,,,,Kepler-329,b,2,7.416397,0.061,,,,1.4,1,0,0,0,0,0
Transit,2014,Space,299.268042,45.227428,79.853908,8.432413,320.752399,63.600601,338,15.434,Kepler-band,4257,,0.52,,,4.74,,,,,Kepler-329,c,2,18.684737,0.113,,,,1.93,1,0,0,0,0,0
Transit,2011,Space,289.077548,46.005222,77.262828,15.134208,305.685126,67.095931,1113,13.988,Kepler-band,5904,1.29,1.82,,,4.03,0.556,0.025,[Fe/H],3.4,Kepler-33,b,5,5.66793,0.0677,0,,,1.74,1,1,0,0,0,0
Transit,2011,Space,289.077548,46.005222,77.262828,15.134208,305.685126,67.095931,1113,13.988,Kepler-band,5904,1.29,1.82,,,4.03,0.556,0.025,[Fe/H],3.4,Kepler-33,c,5,13.17562,0.1189,0,,,3.2,1,1,0,0,0,0
Transit,2011,Space,289.077548,46.005222,77.262828,15.134208,305.685126,67.095931,1113,13.988,Kepler-band,5904,1.29,1.82,,,4.03,0.556,0.025,[Fe/H],3.4,Kepler-33,d,5,21.77596,0.1662,0,,,5.35,1,1,0,0,0,0
Transit,2011,Space,289.077548,46.005222,77.262828,15.134208,305.685126,67.095931,1113,13.988,Kepler-band,5904,1.29,1.82,,,4.03,0.556,0.025,[Fe/H],3.4,Kepler-33,e,5,31.7844,0.2138,0,,,4.02,1,1,0,0,0,0
Transit,2011,Space,289.077548,46.005222,77.262828,15.134208,305.685126,67.095931,1113,13.988,Kepler-band,5904,1.29,1.82,,,4.03,0.556,0.025,[Fe/H],3.4,Kepler-33,f,5,41.02902,0.2535,0,,,4.46,1,1,0,0,0,0
Transit,2014,Space,288.447375,44.801685,75.936962,15.05955,303.653684,66.099165,686,15.261,Kepler-band,5117,,0.72,,,4.64,,,,,Kepler-330,b,2,8.25978,0.075,,,,1.35,1,0,0,0,0,0
Transit,2014,Space,288.447375,44.801685,75.936962,15.05955,303.653684,66.099165,686,15.261,Kepler-band,5117,,0.72,,,4.64,,,,,Kepler-330,c,2,15.955387,0.116,,,,1.95,1,0,0,0,0,0
Transit,2014,Space,291.834328,39.307358,71.928437,10.453092,305.263229,60.101631,626,15.862,Kepler-band,4347,,0.49,,,4.77,,,,,Kepler-331,b,3,8.457496,0.065,,,,1.82,1,0,0,0,0,0
Transit,2014,Space,291.834328,39.307358,71.928437,10.453092,305.263229,60.101631,626,15.862,Kepler-band,4347,,0.49,,,4.77,,,,,Kepler-331,c,3,17.28111,0.105,,,,1.84,1,0,0,0,0,0
Transit,2014,Space,291.834328,39.307358,71.928437,10.453092,305.263229,60.101631,626,15.862,Kepler-band,4347,,0.49,,,4.77,,,,,Kepler-331,d,3,32.134328,0.159,,,,1.64,1,0,0,0,0,0
Transit,2014,Space,286.662964,47.4137,77.95397,17.203915,302.727861,68.967485,372,14.017,Kepler-band,4955,,0.72,,,4.61,,,,,Kepler-332,b,3,7.626324,0.07,,,,1.17,1,0,0,0,0,0
Transit,2014,Space,286.662964,47.4137,77.95397,17.203915,302.727861,68.967485,372,14.017,Kepler-band,4955,,0.72,,,4.61,,,,,Kepler-332,c,3,15.995622,0.114,,,,1.09,1,0,0,0,0,0
Transit,2014,Space,286.662964,47.4137,77.95397,17.203915,302.727861,68.967485,372,14.017,Kepler-band,4955,,0.72,,,4.61,,,,,Kepler-332,d,3,34.21154,0.189,,,,1.18,1,0,0,0,0,0
Transit,2014,Space,292.286069,40.913584,73.547094,10.864071,306.947496,61.524689,300,14.731,Kepler-band,4259,,0.53,,,4.73,,,,,Kepler-333,b,2,12.551158,0.087,,,,1.32,1,0,0,0,0,0
Transit,2014,Space,292.286069,40.913584,73.547094,10.864071,306.947496,61.524689,300,14.731,Kepler-band,4259,,0.53,,,4.73,,,,,Kepler-333,c,2,24.08821,0.135,,,,1.11,1,0,0,0,0,0
Transit,2014,Space,287.140668,47.115196,77.790221,16.792001,303.313013,68.581069,473,12.776,Kepler-band,5828,,1.07,,,4.38,,,,,Kepler-334,b,3,5.470319,0.061,,,,1.12,1,0,0,0,0,0
Transit,2014,Space,287.140668,47.115196,77.790221,16.792001,303.313013,68.581069,473,12.776,Kepler-band,5828,,1.07,,,4.38,,,,,Kepler-334,c,3,12.758005,0.107,,,,1.43,1,0,0,0,0,0
Transit,2014,Space,287.140668,47.115196,77.790221,16.792001,303.313013,68.581069,473,12.776,Kepler-band,5828,,1.07,,,4.38,,,,,Kepler-334,d,3,25.09849,0.168,,,,1.41,1,0,0,0,0,0
Transit,2014,Space,296.064311,45.428623,78.915289,10.495395,316.264476,64.737455,1174,13.996,Kepler-band,5877,,1.85,,,4.02,,,,,Kepler-335,b,2,6.562331,0.075,,,,3.39,1,0,0,0,0,0
Transit,2014,Space,296.064311,45.428623,78.915289,10.495395,316.264476,64.737455,1174,13.996,Kepler-band,5877,,1.85,,,4.02,,,,,Kepler-335,c,2,67.844469,0.356,,,,3.07,1,0,0,0,0,0
Transit,2014,Space,290.237643,41.33137,73.240412,12.434204,304.095498,62.39578,721,13.598,Kepler-band,5867,,1.3,,,4.26,,,,,Kepler-336,b,3,2.024823,0.033,,,,1.02,1,0,0,0,0,0
Transit,2014,Space,290.237643,41.33137,73.240412,12.434204,304.095498,62.39578,721,13.598,Kepler-band,5867,,1.3,,,4.26,,,,,Kepler-336,c,3,9.600001,0.092,,,,2.1,1,0,0,0,0,0
Transit,2014,Space,290.237643,41.33137,73.240412,12.434204,304.095498,62.39578,721,13.598,Kepler-band,5867,,1.3,,,4.26,,,,,Kepler-336,d,3,20.678772,0.154,,,,2.37,1,0,0,0,0,0
Transit,2014,Space,290.06049,47.163956,78.642878,14.982563,308.39824,67.946485,518,12.727,Kepler-band,5684,,1.76,,,4,,,,,Kepler-337,b,2,3.292781,0.045,,,,1.54,1,0,0,0,0,0
Transit,2014,Space,290.06049,47.163956,78.642878,14.982563,308.39824,67.946485,518,12.727,Kepler-band,5684,,1.76,,,4,,,,,Kepler-337,c,2,9.693201,0.093,,,,2.05,1,0,0,0,0,0
Transit,2014,Space,282.978956,40.784347,70.482994,17.244582,292.180654,63.227705,568,12.119,Kepler-band,5923,,1.74,,,4.02,,,,,Kepler-338,b,4,13.726976,0.117,,,,2.44,1,0,0,0,0,0
Transit,2014,Space,282.978956,40.784347,70.482994,17.244582,292.180654,63.227705,568,12.119,Kepler-band,5923,,1.74,,,4.02,,,,,Kepler-338,c,4,24.310856,0.172,,,,2.34,1,0,0,0,0,0
Transit,2014,Space,282.978956,40.784347,70.482994,17.244582,292.180654,63.227705,568,12.119,Kepler-band,5923,,1.74,,,4.02,,,,,Kepler-338,d,4,44.431014,0.257,,,,3,1,0,0,0,0,0
Transit Timing Variations,2014,Space,282.978956,40.784347,70.482994,17.244582,292.180654,63.227705,568,12.119,Kepler-band,5923,,1.74,,,4.02,,,,,Kepler-338,e,4,9.341,,,8.5,Mass,1.56,1,0,0,0,0,0
Transit,2014,Space,293.351712,48.444641,80.800724,13.515819,315.201265,68.250889,722,14.531,Kepler-band,5631,,0.8,,,4.59,,,,,Kepler-339,b,3,4.977656,0.055,,,,1.42,1,0,0,0,0,0
Transit,2014,Space,293.351712,48.444641,80.800724,13.515819,315.201265,68.250889,722,14.531,Kepler-band,5631,,0.8,,,4.59,,,,,Kepler-339,c,3,6.988055,0.069,,,,1.15,1,0,0,0,0,0
Transit,2014,Space,293.351712,48.444641,80.800724,13.515819,315.201265,68.250889,722,14.531,Kepler-band,5631,,0.8,,,4.59,,,,,Kepler-339,d,3,10.558345,0.091,,,,1.17,1,0,0,0,0,0
Transit,2011,Space,296.435821,44.64156,78.338673,9.890152,316.08047,63.911601,1499,14.875,Kepler-band,5913,1.05,1.16,,,4.33,0.173,-0.07,[m/H],5,Kepler-34,b,1,288.822,1.0896,0.182,69.92,Mass,8.564,1,1,0,0,0,1
Transit,2014,Space,295.933477,40.30057,74.304129,8.128224,311.880245,60.025275,1060,12.345,Kepler-band,6620,,1.85,,,4.06,,,,,Kepler-340,b,2,14.844387,0.134,,,,2.53,1,0,0,0,0,0
Transit,2014,Space,295.933477,40.30057,74.304129,8.128224,311.880245,60.025275,1060,12.345,Kepler-band,6620,,1.85,,,4.06,,,,,Kepler-340,c,2,22.824669,0.178,,,,3.37,1,0,0,0,0,0
Transit,2014,Space,289.861576,43.472775,75.111885,13.590926,304.967977,64.519674,873,14.601,Kepler-band,6012,,1.02,,,4.44,,,,,Kepler-341,b,4,5.195528,0.06,,,,1.18,1,0,0,0,0,0
Transit,2014,Space,289.861576,43.472775,75.111885,13.590926,304.967977,64.519674,873,14.601,Kepler-band,6012,,1.02,,,4.44,,,,,Kepler-341,c,4,8.01041,0.08,,,,1.7,1,0,0,0,0,0
Transit,2014,Space,289.861576,43.472775,75.111885,13.590926,304.967977,64.519674,873,14.601,Kepler-band,6012,,1.02,,,4.44,,,,,Kepler-341,d,4,27.666313,0.182,,,,1.85,1,0,0,0,0,0
Transit,2014,Space,289.861576,43.472775,75.111885,13.590926,304.967977,64.519674,873,14.601,Kepler-band,6012,,1.02,,,4.44,,,,,Kepler-341,e,4,42.473269,0.242,,,,1.99,1,0,0,0,0,0
Transit,2014,Space,292.678083,46.726715,79.007861,13.177309,312.278147,66.867454,772,13.147,Kepler-band,6175,,1.47,,,4.19,,,,,Kepler-342,b,4,15.170318,0.128,,,,2.25,1,0,0,0,0,0
Transit,2014,Space,292.678083,46.726715,79.007861,13.177309,312.278147,66.867454,772,13.147,Kepler-band,6175,,1.47,,,4.19,,,,,Kepler-342,c,4,26.234138,0.185,,,,1.96,1,0,0,0,0,0
Transit,2014,Space,292.678083,46.726715,79.007861,13.177309,312.278147,66.867454,772,13.147,Kepler-band,6175,,1.47,,,4.19,,,,,Kepler-342,d,4,39.459357,0.242,,,,2.49,1,0,0,0,0,0
Transit,2016,Space,292.678083,46.726715,79.007861,13.177309,312.278147,66.867454,772,13.147,Kepler-band,6175,,1.47,,,4.19,,,,,Kepler-342,e,4,1.64422461,,,,,0.88,1,0,0,0,0,0
Transit,2014,Space,291.960684,42.433006,74.824992,11.757119,307.505579,63.041388,987,14.128,Kepler-band,5807,,1.43,,,4.18,,,,,Kepler-343,b,2,8.96855,0.088,,,,2.41,1,0,0,0,0,0
Transit,2014,Space,291.960684,42.433006,74.824992,11.757119,307.505579,63.041388,987,14.128,Kepler-band,5807,,1.43,,,4.18,,,,,Kepler-343,c,2,23.22182,0.167,,,,2.02,1,0,0,0,0,0
Transit,2014,Space,292.499645,46.324406,78.580966,13.113195,311.598704,66.543826,1027,15.378,Kepler-band,5774,,0.98,,,4.45,,,,,Kepler-344,b,2,21.963945,0.153,,,,2.61,1,0,0,0,0,0
Transit,2014,Space,292.499645,46.324406,78.580966,13.113195,311.598704,66.543826,1027,15.378,Kepler-band,5774,,0.98,,,4.45,,,,,Kepler-344,c,2,125.596809,0.488,,,,2.95,1,0,0,0,0,0
Transit,2014,Space,295.228802,45.97102,79.125438,11.26488,315.526445,65.471067,260,14.028,Kepler-band,4504,,0.62,,,4.68,,,,,Kepler-345,b,2,7.415563,0.066,,,,0.74,1,0,0,0,0,0
Transit,2014,Space,295.228802,45.97102,79.125438,11.26488,315.526445,65.471067,260,14.028,Kepler-band,4504,,0.62,,,4.68,,,,,Kepler-345,c,2,9.387427,0.077,,,,1.2,1,0,0,0,0,0
Transit,2014,Space,288.011911,46.117607,77.067517,15.858058,303.972049,67.44422,1032,15.214,Kepler-band,6033,,1.02,,,4.46,,,,,Kepler-346,b,2,6.511127,0.071,,,,2.66,1,0,0,0,0,0
Transit,2014,Space,288.011911,46.117607,77.067517,15.858058,303.972049,67.44422,1032,15.214,Kepler-band,6033,,1.02,,,4.46,,,,,Kepler-346,c,2,23.851549,0.168,,,,3.07,1,0,0,0,0,0
Transit,2014,Space,289.199596,49.305717,80.448616,16.358487,309.152975,70.147194,950,14.513,Kepler-band,6088,,1,,,4.47,,,,,Kepler-347,b,2,12.79836,0.11,,,,1.97,1,0,0,0,0,0
Transit,2014,Space,289.199596,49.305717,80.448616,16.358487,309.152975,70.147194,950,14.513,Kepler-band,6088,,1,,,4.47,,,,,Kepler-347,c,2,27.320871,0.183,,,,1.75,1,0,0,0,0,0
Transit,2014,Space,297.25505,40.548373,75.018432,7.371516,313.934767,59.898975,623,12.556,Kepler-band,6177,,1.36,,,4.24,,,,,Kepler-348,b,2,7.05677,0.076,,,,1.52,1,0,0,0,0,0
Transit,2014,Space,297.25505,40.548373,75.018432,7.371516,313.934767,59.898975,623,12.556,Kepler-band,6177,,1.36,,,4.24,,,,,Kepler-348,c,2,17.265427,0.138,,,,1.33,1,0,0,0,0,0
Transit,2014,Space,293.67648,44.615578,77.386278,11.616781,311.885926,64.649909,1172,14.746,Kepler-band,5956,,0.93,,,4.52,,,,,Kepler-349,b,2,5.929778,0.065,,,,1.9,1,0,0,0,0,0
Transit,2014,Space,293.67648,44.615578,77.386278,11.616781,311.885926,64.649909,1172,14.746,Kepler-band,5956,,0.93,,,4.52,,,,,Kepler-349,c,2,12.247629,0.105,,,,1.96,1,0,0,0,0,0
Transit,2011,Space,294.496978,46.689762,79.541348,12.043345,315.118514,66.333734,1645,15.726,Kepler-band,5606,0.89,1.03,,,4.36,-0.027,-0.34,[m/H],5,Kepler-35,b,1,131.458,0.60347,0.042,40.363,Mass,8.16,1,1,0,0,0,1
